 PATH path4743 FOUND 
Scale factor = 1.000000
 0) 249.31,57.98
ERROR
    247.29,57.98
    243.26,58.01
    237.25,58.09
    235.23,58.14
    231.20,58.28
    225.19,58.53
    223.18,58.64
    219.16,58.90
    213.16,59.33
    211.15,59.50
    207.15,59.88
    201.17,60.49
    199.17,60.73
    195.18,61.23
    189.22,62.03
    187.23,62.33
    183.27,62.97
    177.34,63.96
    175.36,64.33
    171.42,65.09
    165.52,66.29
    163.57,66.72
    159.66,67.62
    153.80,69.02
    151.86,69.51
    147.99,70.54
    142.18,72.14
    140.26,72.70
    136.43,73.86
    130.69,75.65
    128.79,76.27
    125.00,77.56
    119.32,79.54
    117.45,80.23
    113.70,81.63
    108.08,83.80
    106.24,84.54
    102.54,86.07
    97.00,88.40
    95.17,89.21
    91.52,90.84
    86.05,93.34
    84.25,94.20
    80.66,95.94
    75.26,98.60
    73.74,99.37
    70.72,100.94
    66.21,103.30
    64.72,104.11
    61.74,105.75
    57.30,108.24
    55.83,109.09
    52.90,110.80
    48.54,113.41
    47.09,114.29
    44.21,116.09
    39.92,118.82
    38.50,119.74
    35.69,121.62
    31.48,124.46
    30.09,125.43
    27.33,127.38
    23.20,130.35
    21.84,131.35
    19.14,133.38
    15.09,136.46
    13.77,137.50
    11.12,139.60
    7.16,142.79
    5.87,143.87
    3.28,146.04
    -0.58,149.33
    -1.85,150.44
    -4.38,152.67
    -8.16,156.06
    -9.40,157.20
    -11.87,159.49
    -15.57,162.97
    -16.78,164.13
    -19.20,166.47
    -22.82,170.03
    -24.13,171.35
    -26.74,174.00
    -30.63,178.02
    -31.89,179.38
    -34.41,182.12
    -38.17,186.26
    -39.40,187.66
    -41.83,190.47
    -45.46,194.73
    -46.65,196.16
    -49.00,199.05
    -52.50,203.41
    -53.65,204.88
    -55.91,207.84
    -59.29,212.30
    -60.39,213.80
    -62.57,216.82
    -65.81,221.38
    -66.87,222.91
    -68.97,226.00
    -72.08,230.64
    -73.10,232.21
    -75.11,235.35
    -78.09,240.09
    -79.06,241.68
    -80.98,244.88
    -83.83,249.69
    -84.76,251.31
    -86.58,254.56
    -89.29,259.45
    -90.17,261.10
    -91.91,264.41
    -94.48,269.37
    -95.31,271.05
    -96.95,274.41
    -99.37,279.45
    -100.15,281.15
    -101.69,284.55
    -103.96,289.66
    -104.69,291.39
    -106.13,294.84
    -108.24,300.02
    -108.92,301.76
    -110.24,305.26
    -112.19,310.50
    -112.87,312.43
    -114.19,316.31
    -116.14,322.14
    -116.76,324.09
    -117.96,328.00
    -119.72,333.88
    -120.27,335.85
    -121.36,339.80
    -122.93,345.74
    -123.42,347.73
    -124.38,351.71
    -125.76,357.69
    -126.19,359.69
    -127.02,363.71
    -128.21,369.73
    -128.57,371.75
    -129.27,375.78
    -130.27,381.84
    -130.57,383.86
    -131.14,387.92
    -131.95,394.00
    -132.18,396.04
    -132.62,400.11
    -133.24,406.22
    -133.41,408.27
    -133.72,412.35
    -134.13,418.48
    -134.21,419.95
    -134.32,422.91
    -134.48,427.34
    -111.27,431.78
ERROR
    -111.25,431.03
    -111.23,429.53
    -111.17,427.29
    -111.08,425.30
    -110.87,421.33
    -110.51,415.38
    -110.35,413.40
    -110.00,409.43
    -109.43,403.49
    -109.20,401.51
    -108.71,397.56
    -107.93,391.65
    -107.63,389.68
    -107.00,385.75
    -106.01,379.86
    -105.65,377.91
    -104.88,374.00
    -103.68,368.16
    -103.24,366.22
    -102.34,362.34
    -100.93,356.54
    -100.43,354.62
    -99.39,350.78
    -97.78,345.03
    -97.21,343.13
    -96.03,339.33
    -94.22,333.64
    -93.58,331.76
    -92.27,328.00
    -90.25,322.38
    -89.54,320.52
    -88.10,316.82
    -85.88,311.28
    -85.11,309.44
    -83.53,305.79
    -81.11,300.33
    -80.28,298.52
    -78.57,294.93
    -75.96,289.56
    -75.06,287.79
    -73.22,284.27
    -70.42,279.00
    -69.46,277.26
    -67.49,273.80
    -64.49,268.64
    -63.47,266.94
    -61.38,263.55
    -58.21,258.51
    -57.12,256.84
    -54.91,253.53
    -51.54,248.60
    -50.40,246.98
    -48.07,243.76
    -44.53,238.96
    -43.32,237.38
    -40.88,234.25
    -37.17,229.57
    -35.90,228.04
    -33.34,225.00
    -29.46,220.46
    -28.19,219.03
    -25.63,216.20
    -21.77,211.99
    -20.46,210.60
    -17.82,207.85
    -13.84,203.76
    -12.49,202.41
    -9.76,199.75
    -5.66,195.79
    -4.26,194.49
    -1.45,191.91
    2.78,188.09
    4.22,186.83
    7.11,184.35
    11.47,180.67
    12.94,179.46
    15.92,177.08
    20.40,173.54
    21.92,172.39
    24.97,170.10
    29.56,166.73
    31.12,165.62
    34.24,163.45
    38.96,160.23
    40.55,159.18
    43.75,157.12
    48.57,154.06
    50.20,153.07
    53.46,151.12
    58.39,148.23
    60.05,147.30
    63.38,145.46
    68.41,142.75
    70.10,141.88
    73.49,140.16
    78.60,137.63
    80.32,136.81
    83.77,135.21
    88.97,132.86
    90.71,132.11
    94.22,130.63
    99.50,128.45
    101.26,127.76
    104.81,126.40
    110.16,124.41
    111.95,123.78
    115.54,122.54
    120.95,120.73
    122.76,120.15
    126.39,119.04
    131.86,117.40
    133.69,116.89
    137.35,115.89
    142.87,114.44
    144.71,113.98
    148.40,113.10
    153.97,111.82
    155.82,111.43
    159.54,110.66
    165.14,109.55
    167.01,109.21
    170.75,108.56
    176.38,107.62
    177.88,107.40
    181.10,106.97
    186.19,106.38
    187.79,106.24
    191.10,105.97
    196.21,105.61
    197.86,105.52
    201.22,105.36
    206.34,105.14
    208.02,105.09
    211.41,105.01
    216.53,104.91
    218.24,104.89
    221.65,104.88
    226.77,104.88
    228.50,104.90
    231.94,104.96
    237.06,105.06
    238.82,105.12
    242.28,105.24
    247.40,105.46
    249.19,105.56
    252.69,105.78
    257.80,106.14
    259.66,106.31
    263.23,106.67
    268.32,107.25
    270.28,107.53
    274.20,108.14
    280.06,109.10
    282.02,109.45
    285.91,110.20
    291.74,111.36
    293.68,111.78
    297.55,112.65
    303.33,114.00
    305.25,114.49
    309.09,115.50
    314.82,117.05
    316.73,117.60
    320.53,118.74
    326.20,120.48
    328.09,121.10
    331.84,122.37
    337.46,124.31
    339.32,124.99
    343.03,126.39
    348.57,128.53
    350.41,129.27
    354.07,130.80
    359.53,133.13
    361.34,133.94
    364.95,135.59
    370.33,138.11
    372.12,138.98
    375.66,140.75
    380.94,143.46
    382.69,144.39
    386.17,146.29
    391.36,149.17
    393.08,150.17
    396.49,152.19
    401.57,155.25
    403.25,156.31
    406.59,158.45
    411.57,161.70
    413.21,162.81
    416.47,165.06
    421.33,168.48
    422.92,169.65
    426.10,172.01
    430.83,175.60
    432.39,176.82
    435.48,179.30
    440.09,183.05
    441.60,184.33
    444.60,186.91
